품목코드,품목명,카테고리,유형,방식,단위,활성,판매이력라인,원가(avg_unit_cost),참조마진,마진출처,마진IQR,제안가(원가×마진 100원반올림)
MCFLOOR-127,무광 바닥코팅(사선)-호홍,상품,GOODS,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
MCFLOOR-EMB-127,무광 바닥코팅지(엠보)-호홍,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
MCN140-CO-090,무광코팅지 일반(45m/140g)-코인텍,원자재,MATERIAL,FIXED,롤,,0,0,,원가 없음(매입이력 0),,
MCP180-090,무광코팅지 180g-호홍,원자재,MATERIAL,FIXED,롤,,3,955.5556,1.08,"카테고리(원자재, n=82)",1.02~1.16,1000
MESH-127,매쉬,원자재,MATERIAL,FIXED,yd,,0,1389,1.08,"카테고리(원자재, n=82)",1.02~1.16,1500
MESH-160,매쉬,원자재,MATERIAL,FIXED,yd,,0,1750,1.08,"카테고리(원자재, n=82)",1.02~1.16,1900
MIRROR-090,미러천,원자재,MATERIAL,FIXED,yd,,1,1050,1.08,"카테고리(원자재, n=82)",1.02~1.16,1100
MJG-7,무재해기 7호,태극기,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
NAT-060,나투라 솔벤패트,원자재,MATERIAL,FIXED,롤,,0,0,,원가 없음(매입이력 0),,
NAT-127,나투라 솔벤패트,원자재,MATERIAL,FIXED,롤,,2,0,,원가 없음(매입이력 0),,
NHG-7,노인회기 7호,태극기,PRODUCT,FIXED,EA,,4,1204,2.54,"카테고리(태극기, n=25)",2.31~3.32,3100
NHG-7-1,노인회기 7호-1,태극기,PRODUCT,FIXED,EA,,3,975,2.54,"카테고리(태극기, n=25)",2.31~3.32,2500
NHG-7G,노인회기 7호 게양용,태극기,PRODUCT,FIXED,EA,,1,1204,2.54,"카테고리(태극기, n=25)",2.31~3.32,3100
PAT-AN-060,패트배너(30m)-아누코,원자재,MATERIAL,FIXED,yd,비활성,0,0,,원가 없음(매입이력 0),,
PAT-AN-090,패트배너(30m)-아누코,원자재,MATERIAL,FIXED,yd,비활성,0,0,,원가 없음(매입이력 0),,
PAT-AN-152,패트배너(30m)-아누코,원자재,MATERIAL,FIXED,yd,비활성,0,0,,원가 없음(매입이력 0),,
PAT-BO-127,블랙아웃 패트,원자재,MATERIAL,FIXED,롤,,0,3233.3333,1.08,"카테고리(원자재, n=82)",1.02~1.16,3500
PAT-IT-127,패트배너 30M 잉크테크,원자재,MATERIAL,FIXED,롤,,0,1333.3333,1.08,"카테고리(원자재, n=82)",1.02~1.16,1400
PAT-IT-152,패트배너 30M 잉크테크,원자재,MATERIAL,FIXED,롤,,0,2966.6667,1.08,"카테고리(원자재, n=82)",1.02~1.16,3200
PAT-UVC50-127,UV투명 패트배너 50M,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
PC-2T-M-48,광확산PC,원자재,MATERIAL,FIXED,장,,0,0,,원가 없음(매입이력 0),,
PC-3T-M-48,광확산PC,원자재,MATERIAL,FIXED,장,,0,0,,원가 없음(매입이력 0),,
PC-5T-M-48,광확산PC,원자재,PRODUCT,FIXED,장,,0,0,,원가 없음(매입이력 0),,
PDK-F137,뽀닥시트 호일형,원자재,MATERIAL,FIXED,롤,,0,0,,원가 없음(매입이력 0),,
PDK-J137,뽀닥시트 직물형,원자재,MATERIAL,FIXED,롤,,0,0,,원가 없음(매입이력 0),,
PJ-BACKLIT,수성 백릿-프라임,상품,GOODS,FIXED,EA,비활성,0,0,,원가 없음(매입이력 0),,
PJ-BACKLIT-P127,수성 백릿-프라임 127폭,상품,GOODS,FIXED,EA,,0,87000,1.67,"카테고리(상품, n=34)",1.47~1.79,145500
PJ-BACKLIT-P152,수성 백릿-프라임 152폭,상품,GOODS,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
PJ-BACKLIT-P90,수성 백릿-프라임 90폭,상품,GOODS,FIXED,EA,,1,0,,원가 없음(매입이력 0),,
PJ-HAP,합성지-프라임,상품,GOODS,FIXED,EA,비활성,0,0,,원가 없음(매입이력 0),,
PJ-HAP-P127,합성지-프라임 127폭,상품,GOODS,FIXED,EA,,2,65000,1.67,"카테고리(상품, n=34)",1.47~1.79,108700
PJ-HAP-P152,합성지-프라임 152폭,상품,GOODS,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
PJ-HAP-P90,합성지-프라임 90폭,상품,GOODS,FIXED,EA,,0,58000,1.67,"카테고리(상품, n=34)",1.47~1.79,97000
PJ-HAPGR,합성지 그레이-프라임,상품,GOODS,FIXED,EA,비활성,0,0,,원가 없음(매입이력 0),,
PJ-HAPGR-P127,합성지 그레이-프라임 127폭,상품,GOODS,FIXED,EA,,0,77000,1.67,"카테고리(상품, n=34)",1.47~1.79,128700
PJ-HAPGR-P152,합성지 그레이-프라임 152폭,상품,GOODS,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
PJ-HAPGR-P90,합성지 그레이-프라임 90폭,상품,GOODS,FIXED,EA,,0,65000,1.67,"카테고리(상품, n=34)",1.47~1.79,108700
PJ-KEL,PVC(켈)-프라임,상품,GOODS,FIXED,EA,비활성,0,0,,원가 없음(매입이력 0),,
PJ-KEL-P127,PVC(켈)-프라임 127폭,상품,GOODS,FIXED,EA,,1,93000,1.67,"카테고리(상품, n=34)",1.47~1.79,155500
PJ-KEL-P152,PVC(켈)-프라임 152폭,상품,GOODS,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
PJ-KEL-P90,PVC(켈)-프라임 90폭,상품,GOODS,FIXED,EA,,0,78000,1.67,"카테고리(상품, n=34)",1.47~1.79,130400
PJ-KELGR,PVC(켈) 그레이-프라임,상품,GOODS,FIXED,EA,비활성,0,0,,원가 없음(매입이력 0),,
PJ-KELGR-P127,PVC(켈) 그레이-프라임 127폭,상품,GOODS,FIXED,EA,,1,100000,1.67,"카테고리(상품, n=34)",1.47~1.79,167200
PJ-KELGR-P152,PVC(켈) 그레이-프라임 152폭,상품,GOODS,FIXED,EA,,2,0,,원가 없음(매입이력 0),,
PJ-KELGR-P90,PVC(켈) 그레이-프라임 90폭,상품,GOODS,FIXED,EA,,1,82000,1.67,"카테고리(상품, n=34)",1.47~1.79,137100
PJ-MUINH,무광인화지,상품,GOODS,FIXED,EA,,2,65000,1.67,"카테고리(상품, n=34)",1.47~1.79,108700
PJ-PAT,패트배너-프라임,상품,GOODS,FIXED,EA,비활성,0,0,,원가 없음(매입이력 0),,
PJ-PAT-P127,패트배너-프라임 127폭,상품,GOODS,FIXED,EA,,1,71000,1.67,"카테고리(상품, n=34)",1.47~1.79,118700
PJ-PAT-P152,패트배너-프라임 152폭,상품,GOODS,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
PJ-PAT-P60,패트배너-프라임 60폭,상품,GOODS,FIXED,EA,,3,35500,1.67,"카테고리(상품, n=34)",1.47~1.79,59400
PJ-PAT-P90,패트배너-프라임 90폭,상품,GOODS,FIXED,EA,,0,61000,1.67,"카테고리(상품, n=34)",1.47~1.79,102000
PONGE-085,폰지,원자재,MATERIAL,FIXED,yd,,0,570,1.08,"카테고리(원자재, n=82)",1.02~1.16,600
PONGE-095,폰지,원자재,MATERIAL,FIXED,yd,,1,640,1.08,"카테고리(원자재, n=82)",1.02~1.16,700
PONGE-180,폰지,원자재,MATERIAL,FIXED,yd,,3,1200,1.08,"카테고리(원자재, n=82)",1.02~1.16,1300
PRM-W094,프리즘반사시트 백색,원자재,MATERIAL,FIXED,롤,,0,0,,원가 없음(매입이력 0),,
PRM-W122,프리즘반사시트 백색,원자재,MATERIAL,FIXED,롤,,0,0,,원가 없음(매입이력 0),,
PRM-Y094,프리즘반사시트 노랑,원자재,MATERIAL,FIXED,롤,,0,0,,원가 없음(매입이력 0),,
PRM-Y122,프리즘반사시트 노랑,원자재,MATERIAL,FIXED,롤,,0,0,,원가 없음(매입이력 0),,
RM-DOAN-100,도안지,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
RM-I0005-ITP,수성잉크 잉크테크 LC 개별포장,원자재,MATERIAL,FIXED,통,,0,9433.33,1.08,"카테고리(원자재, n=82)",1.02~1.16,10200
RM-I0006-ITP,수성잉크 잉크테크 LM 개별포장,원자재,MATERIAL,FIXED,통,,0,9457.14,1.08,"카테고리(원자재, n=82)",1.02~1.16,10200
RM-I0075,엡손솔벤잉크 80610 C,원자재,MATERIAL,FIXED,L,비활성,1,73000,1.08,"카테고리(원자재, n=82)",1.02~1.16,78800
RM-I0076,엡손솔벤잉크 80610 M,원자재,MATERIAL,FIXED,L,비활성,1,73000,1.08,"카테고리(원자재, n=82)",1.02~1.16,78800
RM-I0077,엡손솔벤잉크 80610 Y,원자재,MATERIAL,FIXED,L,비활성,1,73000,1.08,"카테고리(원자재, n=82)",1.02~1.16,78800
RM-I0078,엡손솔벤잉크 80610 K,원자재,MATERIAL,FIXED,L,비활성,1,73000,1.08,"카테고리(원자재, n=82)",1.02~1.16,78800
RM-I0079,엡손솔벤잉크 80610 Lc,원자재,MATERIAL,FIXED,L,비활성,1,73000,1.08,"카테고리(원자재, n=82)",1.02~1.16,78800
RM-I0080,엡손솔벤잉크 80610 Lm,원자재,MATERIAL,FIXED,L,비활성,1,73000,1.08,"카테고리(원자재, n=82)",1.02~1.16,78800
RM-I0082,엡손솔벤잉크 80610 Lk,원자재,MATERIAL,FIXED,L,비활성,0,0,,원가 없음(매입이력 0),,
RM-I0083,엡손솔벤잉크 80610 Or,원자재,MATERIAL,FIXED,L,비활성,0,0,,원가 없음(매입이력 0),,
RM-I0084,엡손솔벤잉크 80610 Rd,원자재,MATERIAL,FIXED,L,비활성,0,0,,원가 없음(매입이력 0),,
RM-I0085,엡손솔벤잉크 80610 W,원자재,MATERIAL,FIXED,L,비활성,1,0,,원가 없음(매입이력 0),,
SATIN-155,샤틴,원자재,MATERIAL,FIXED,yd,비활성,0,0,,원가 없음(매입이력 0),,
SATIN300-155,300D 무연새틴,원자재,MATERIAL,FIXED,yd,,0,2200,1.08,"카테고리(원자재, n=82)",1.02~1.16,2400
SGM-ANGLE,앵글,원자재,MATERIAL,FIXED,EA,,3,0,,원가 없음(매입이력 0),,
SGM-BOARD-B110,간판 후판 110cm,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-BOARD-B140,간판 후판 140cm,원자재,PRODUCT,FIXED,EA,,0,84000,1.08,"카테고리(원자재, n=82)",1.02~1.16,90700
SGM-BOARD-B150,간판 후판 150cm,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-BOARD-B160,간판 후판 160cm,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-BOARD-B180,간판 후판 180cm,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-BOARD-B50,간판 후판 50cm,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-BOARD-B60,간판 후판 60cm,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-BOARD-B70,간판 후판 70cm,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-BOARD-B80,간판 후판 80cm,원자재,PRODUCT,FIXED,EA,,0,48000,1.08,"카테고리(원자재, n=82)",1.02~1.16,51800
SGM-CSM-R150-DG,채널바 옆마구리 150mm 진회색,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-CSM-R200-DG,채널바 옆마구리 200mm 진회색,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-CSM-R250-DG,채널바 옆마구리 250mm 진회색,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-CSM-R300-DG,채널바 옆마구리 300mm 진회색,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-CSM-R400-DG,채널바 옆마구리 400mm 진회색,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-FOOT-F300,발통 300mm,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-FOOT-F600,발통 600mm,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-FOOT-F800,발통 800mm,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-FOOT-F900,발통 900mm,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-GALVA,갈바,원자재,MATERIAL,FIXED,EA,,17,0,,원가 없음(매입이력 0),,
SGM-GWANBONG-SQ,경관봉(사각),원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-IPB-GD,입체바 금색,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-IPB-LP,입체바 연핑크,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-IPB-YG,입체바 연두,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-IPB100-BR,입체바 1.0T 100mm 밤색,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-IPB100-DG,입체바 1.0T 100mm 진회색,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-IPB100-DP,입체바 1.0T 100mm 진핑크,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-IPB100-GD,입체바 1.0T 100mm 금색,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-IPB100-GN,입체바 1.0T 100mm 녹색,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-IPB100-LB,입체바 1.0T 100mm 연청색,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-IPB100-LP,입체바 1.0T 100mm 연핑크,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-IPB100-NB,입체바 1.0T 100mm 진청색,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-IPB100-OR,입체바 1.0T 100mm 주황색,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-IPB100-RD,입체바 1.0T 100mm 적색,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-IPB100-YG,입체바 1.0T 100mm 연두,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-IPB100-YL,입체바 1.0T 100mm 황색,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-KIV-W15,KIV 전선 1.5sq,원자재,PRODUCT,FIXED,EA,,0,73400,1.08,"카테고리(원자재, n=82)",1.02~1.16,79200
SGM-KIV-W25,KIV 전선 2.5sq,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-KIV-W40,KIV 전선 4.0sq,원자재,PRODUCT,FIXED,EA,,0,93400,1.08,"카테고리(원자재, n=82)",1.02~1.16,100800
SGM-KPB-GD,캡바 금색,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-KPB-LG,캡바 연회색,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-KPB-LP,캡바 연핑크,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-KPB-YG,캡바 연두,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-LED2-KDL,LED 2구 KDL,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-LED3-UPL,LED 3구 UPL,원자재,PRODUCT,FIXED,EA,,1,0,,원가 없음(매입이력 0),,
SGM-LEDF,LED형광등,원자재,MATERIAL,FIXED,EA,,1,0,,원가 없음(매입이력 0),,
SGM-LEDP-EM-BW,LED투광기 매립용 검정/전구,원자재,PRODUCT,FIXED,EA,,0,11500,1.08,"카테고리(원자재, n=82)",1.02~1.16,12400
SGM-LEDW-RGB,LED 4P 전선 RGB,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-SMPS,외부용 SMPS(방수),원자재,MATERIAL,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-SMPS-W150,외부용 SMPS(방수) 150wt,원자재,PRODUCT,FIXED,EA,,2,0,,원가 없음(매입이력 0),,
SGM-SMPSI-W100,실내용 SMPS(비방수) 100wt,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-SMPSI-W1000,실내용 SMPS(비방수) 1000wt,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-SMPSI-W1200,실내용 SMPS(비방수) 1200wt,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-SMPSI-W150,실내용 SMPS(비방수) 150wt,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-SMPSI-W1500,실내용 SMPS(비방수) 1500wt,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-SMPSI-W200,실내용 SMPS(비방수) 200wt,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-SMPSI-W350,실내용 SMPS(비방수) 350wt,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-SMPSI-W600,실내용 SMPS(비방수) 600wt,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-TACK-T5,타카핀 5mm,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-TRB,트러스바,원자재,MATERIAL,FIXED,EA,,50,0,,원가 없음(매입이력 0),,
SGM-TRB-R250-DG,트러스바 250mm 진회색,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-TRB-R250-WH,트러스바 250mm 백색,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-TRF-R150,트러스바 보강대 150mm,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-TRF-R200,트러스바 보강대 200mm,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-TRUSS-SQ,각관 트러스,원자재,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SGM-WIRE,조립배선,원자재,MATERIAL,FIXED,EA,,40,0,,원가 없음(매입이력 0),,
SIGN-CH,채널간판,간판,PRODUCT,FIXED,EA,,253,0,,원가 없음(매입이력 0),,
SIGN-ETC,간판 기타(일반),간판,PRODUCT,FIXED,EA,,61,0,,원가 없음(매입이력 0),,
SIGN-FRL,조명 프레임간판(신규 제작),간판,PRODUCT,FIXED,EA,,51,0,,원가 없음(매입이력 0),,
SIGN-FRN,비조명 프레임간판(신규 제작),간판,PRODUCT,FIXED,EA,,80,0,,원가 없음(매입이력 0),,
SIGN-FRN-R,비조명 프레임간판(원단 교체),간판,PRODUCT,FIXED,EA,,74,0,,원가 없음(매입이력 0),,
SIGN-PRT,돌출간판,간판,PRODUCT,FIXED,EA,,32,0,,원가 없음(매입이력 0),,
SIGN-SCS,스카시(입체문자),간판,PRODUCT,FIXED,EA,,19,0,,원가 없음(매입이력 0),,
SK-2279,평면경관봉70mm마구리,원자재,MATERIAL,FIXED,EA,,1,500,1.08,"카테고리(원자재, n=82)",1.02~1.16,500
SK-2612,라운드경관봉40mm마구리,원자재,MATERIAL,FIXED,EA,,2,500,1.08,"카테고리(원자재, n=82)",1.02~1.16,500
SK-930,LG시트-LT4058(122폭),원자재,MATERIAL,FIXED,EA,,2,203350,1.08,"카테고리(원자재, n=82)",1.02~1.16,219500
SK-LT404B,LG시트-LT404B(122폭),원자재,PRODUCT,FIXED,EA,,2,210600,1.08,"카테고리(원자재, n=82)",1.02~1.16,227400
SKS-10T-B-36,스카시,원자재,MATERIAL,FIXED,장,,0,10930,1.08,"카테고리(원자재, n=82)",1.02~1.16,11800
SKS-10T-W-36,스카시,원자재,MATERIAL,FIXED,장,,0,10930,1.08,"카테고리(원자재, n=82)",1.02~1.16,11800
SKS-20T-B-36,스카시,원자재,MATERIAL,FIXED,장,,0,13696.43,1.08,"카테고리(원자재, n=82)",1.02~1.16,14800
SKS-20T-W-36,스카시,원자재,MATERIAL,FIXED,장,,0,13000,1.08,"카테고리(원자재, n=82)",1.02~1.16,14000
SKS-30T-B-36,스카시,원자재,MATERIAL,FIXED,장,,0,19378.57,1.08,"카테고리(원자재, n=82)",1.02~1.16,20900
SKS-30T-W-36,스카시,원자재,MATERIAL,FIXED,장,,0,17500,1.08,"카테고리(원자재, n=82)",1.02~1.16,18900
SKS-50T-W-36,스카시,원자재,PRODUCT,FIXED,장,,0,0,,원가 없음(매입이력 0),,
SMG-4,새마을기 4호,태극기,PRODUCT,FIXED,EA,,4,3210,2.54,"카테고리(태극기, n=25)",2.31~3.32,8200
SMG-5,새마을기 5호,태극기,PRODUCT,FIXED,EA,,2,2295,2.54,"카테고리(태극기, n=25)",2.31~3.32,5800
SMG-7,새마을기 7호,태극기,PRODUCT,FIXED,EA,,1,1348.49,2.54,"카테고리(태극기, n=25)",2.31~3.32,3400
SMG-GDSET-7-R150-3,새마을기 깃대조립 SET 7호 R150 3구,태극기,PRODUCT,FIXED,EA,,1,0,,원가 없음(매입이력 0),,
SPC031G-105,투명시트 SPC031G,원자재,MATERIAL,FIXED,롤,,0,0,,원가 없음(매입이력 0),,
SPC031G-137,투명시트 SPC031G,원자재,MATERIAL,FIXED,롤,,0,0,,원가 없음(매입이력 0),,
SPC031G-152,투명시트 SPC031G,원자재,MATERIAL,FIXED,롤,,0,0,,원가 없음(매입이력 0),,
SPM011G-090,일반시트 SPM011G,원자재,MATERIAL,FIXED,롤,,19,1542.4,1.08,"카테고리(원자재, n=82)",1.02~1.16,1700
SPM011G-152,일반시트 SPM011G,원자재,MATERIAL,FIXED,롤,,4,2831.7412,1.08,"카테고리(원자재, n=82)",1.02~1.16,3100
SPM022G-137,그레이시트 SPM022G,원자재,MATERIAL,FIXED,롤,,0,2687.3,1.08,"카테고리(원자재, n=82)",1.02~1.16,2900
SPM022G-152,그레이시트 SPM022G,원자재,MATERIAL,FIXED,롤,,0,0,,원가 없음(매입이력 0),,
SPP031M-090,무광코팅지 SPP031M,원자재,MATERIAL,FIXED,롤,,35,1501.3166,1.08,"카테고리(원자재, n=82)",1.02~1.16,1600
SPP031M-152,무광코팅지 SPP031M,원자재,MATERIAL,FIXED,롤,,3,2740.24,1.08,"카테고리(원자재, n=82)",1.02~1.16,3000
SV-CANVAS,솔벤 캔버스,솔벤,PRODUCT,AREA,EA,,1,0,,AREA=㎡단가표 대상(원가 단위 부정합),,
SV-FLEXN,솔벤 비조명후렉스,솔벤,PRODUCT,AREA,EA,,4,0,,AREA=㎡단가표 대상(원가 단위 부정합),,
SV-PATB,솔벤 패트배너,솔벤,PRODUCT,AREA,EA,,0,0,,AREA=㎡단가표 대상(원가 단위 부정합),,
SV-PATB-NAT,솔벤 패트배너 나투라,솔벤,PRODUCT,AREA,EA,,0,101857.14,,AREA=㎡단가표 대상(원가 단위 부정합),,
SV-SHEET-PERF,솔벤 타공시트,솔벤,PRODUCT,FIXED,EA,,0,0,,원가 없음(매입이력 0),,
SVAT-137,솔벤 에어탑,원자재,MATERIAL,FIXED,yd,,0,2450.9,1.08,"카테고리(원자재, n=82)",1.02~1.16,2600
SVB-040,솔벤 현수막,원자재,MATERIAL,FIXED,yd,,1,630,1.08,"카테고리(원자재, n=82)",1.02~1.16,700
SVB-050,솔벤 현수막,원자재,MATERIAL,FIXED,yd,,1,630,1.08,"카테고리(원자재, n=82)",1.02~1.16,700
SVB-060,솔벤 현수막,원자재,MATERIAL,FIXED,yd,,1,470,1.08,"카테고리(원자재, n=82)",1.02~1.16,500
SVB-070,솔벤 현수막,원자재,MATERIAL,FIXED,yd,,0,690,1.08,"카테고리(원자재, n=82)",1.02~1.16,700
SVB-080,솔벤 현수막,원자재,MATERIAL,FIXED,yd,,1,600,1.08,"카테고리(원자재, n=82)",1.02~1.16,600
SVB-090,솔벤 현수막,원자재,MATERIAL,FIXED,yd,,2,673,1.08,"카테고리(원자재, n=82)",1.02~1.16,700
SVB-110,솔벤 현수막,원자재,MATERIAL,FIXED,yd,,1,810,1.08,"카테고리(원자재, n=82)",1.02~1.16,900
SVB-127,솔벤 현수막,원자재,MATERIAL,FIXED,yd,,2,1197,1.08,"카테고리(원자재, n=82)",1.02~1.16,1300
SVB-180,솔벤 현수막,원자재,MATERIAL,FIXED,yd,비활성,0,0,,원가 없음(매입이력 0),,
SVB-200,솔벤 현수막,원자재,MATERIAL,FIXED,yd,,1,2559,1.08,"카테고리(원자재, n=82)",1.02~1.16,2800
SVCOAT-127,솔벤용 코팅지,솔벤,PRODUCT,AREA,EA,,1,98500,,AREA=㎡단가표 대상(원가 단위 부정합),,
SVM-060,솔벤 매쉬,원자재,MATERIAL,FIXED,롤,,1,1255.8888,1.08,"카테고리(원자재, n=82)",1.02~1.16,1400
SVM-127,솔벤 매쉬,원자재,MATERIAL,FIXED,롤,,1,2426.0156,1.08,"카테고리(원자재, n=82)",1.02~1.16,2600
SVM-137,솔벤 매쉬,원자재,MATERIAL,FIXED,롤,,0,2660.54,1.08,"카테고리(원자재, n=82)",1.02~1.16,2900
